ticker,active,type,market_cap,primary_exchange,sic_description,list_date,name,description,total_employees,share_class_shares_outstanding,weighted_shares_outstanding
MCK,True,CS,83725538750.56,XNYS,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",1987-08-03,McKesson Corporation,"McKesson Corp is one of three leading pharmaceutical wholesalers in the us engaged in sourcing and distributing branded, generic, and specialty pharmaceutical products to pharmacies (retail chains, independent, and mail order), hospitals networks, and healthcare providers. Along with Cencora and Cardinal Health, the three account for over 90% of the us pharmaceutical wholesale industry. Outside the us market, McKesson engages in pharmaceutical wholesale and distribution in Canada. Additionally, the company supplies medical-surgical products and equipment to healthcare facilities and provides a variety of technology solutions for pharmacies.",51000.0,126940000,125326376
ORLY,True,CS,80825675273.2,XNAS,RETAIL-AUTO & HOME SUPPLY STORES,1993-04-22,"O'Reilly Automotive, Inc.","O'Reilly is an aftermarket automotive parts retailer in the United States and Mexico with more than $16 billion in annual sales. The company operates over 6,000 domestic stores and serves both the do-it-yourself (about 50% of sales) and professional (47% of sales) end markets. Despite operating amid a highly fragmented industry, O'Reilly differentiates itself by providing quality service to its customers throughout the entirety of the vehicle diagnosis and purchasing process. Furthermore, the firm boasts an impressive hub-and-spoke distribution network designed to provide its localized store base with ample aftermarket part availability across a variety of vehicle makes and models.",90302.0,57730000,57382184
APH,True,CS,80645890915.13,XNYS,ELECTRONIC CONNECTORS,1991-11-08,Amphenol Corporation,"Amphenol Corp is a global supplier of connectors, sensors, and interconnect systems. Amphenol holds the second-largest connector market share globally and sells into the end markets of automotive, broadband, commercial air, industrial, IT and data communications, military, mobile devices, and mobile networks. Amphenol is diversified geographically, with operations in 40 countries.",125000.0,1211780000,1211081107
BAM,True,CS,79409873869.5,XNYS,INVESTMENT ADVICE,2022-12-01,Brookfield Asset Management Ltd.,"Brookfield Asset Management Ltd engages in providing alternative asset management services through an ownership interest in a alternative asset management business. It offers a range of alternative investment products to investors around the world including public and private pension plans, endowments and foundations, sovereign wealth funds, financial institutions, insurance companies, and private wealth investors.",2500.0,1637300000,1637316987
APO,True,CS,78133004486.40001,XNYS,INVESTMENT ADVICE,2011-03-30,"Apollo Global Management, Inc.","Apollo Global Management Inc is an alternative investment manager. It serves various sectors such as chemicals, manufacturing and industrial, natural resources, consumer and retail, consumer services, business services, financial services, leisure, and media and telecom and technology. The company operates in three business segments that are Asset Management, Retirement Services, and Principal Investing. It generates maximum revenue from the Retirement Services segment.",5108.0,570480000,570480465
BN,True,CS,78114622062.8,XNYS,,2000-12-20,Brookfield Corporation,"Brookfield Corp is an investment firm focused on building long-term wealth for institutions and individuals. It has three businesses Asset Management, Wealth Solutions, Renewable Power and Transition, Infrastructure, Private Equity, Real Estate and Corporate Activities. it invests in real assets that form the backbone of the economy to deliver risk-adjusted returns to stakeholders. It generates the majority of its revenue from Asset Management. It has a geographic presence in the UK, the United States, Australia, Canada, Brazil, India, Colombia, Germany, Other Europe, Other Asia, and other countries.",250000.0,1498530000,1506550088
PH,True,CS,77416330019.18999,XNYS,MISCELLANEOUS FABRICATED METAL PRODUCTS,1964-12-09,Parker-Hannifin Corporation,"Parker Hannifin started out in 1917 as Parker Appliance, selling pneumatic brakes. Through the acquisition of branded components, the firm has expanded into aerospace engines, agricultural and construction machinery, freight and passenger vehicles, and industrial automation equipment. Within these larger systems, Parker sells a wide array of small, critical pieces such as hydraulic, electromechanical, climate control, and filtration components. Many of its products are designed to work together, resulting in a high rate of cross-selling.",61120.0,128720000,128720433
RACE,True,CS,77354474255.72,XNYS,,2015-10-21,Ferrari N.V.,"Ferrari engineers and manufactures some of the world's most expensive exotic sports cars. The Ferrari brand is synonymous with Formula One racing, exclusivity, Italian design, and state-of-the-art technology. Ferrari also has a captive finance company that provides funding for dealers and clients. In 2023, Europe, Middle East, and Africa accounted for 48% of revenue, the Americas was 30%, China was 10%, and the rest of Asia was 12%.",5204.0,180680000,180015532
ABNB,True,CS,74989476203.31,XNAS,SERVICES-TO DWELLINGS & OTHER BUILDINGS,2020-12-10,"Airbnb, Inc. Class A Common Stock","Started in 2008, Airbnb is the world's largest online alternative accommodation travel agency; it also offers booking services for boutique hotels and experiences. Airbnb's platform offered over 8 million active accommodation listings as of Dec. 31, 2024. Listings from the company's 5 million-plus hosts are spread over almost every country in the world. In 2024, 45% of revenue was from North America, 37% from Europe, the Middle East, and Africa, 9% from Latin America, and 9% from Asia-Pacific. Transaction fees for online bookings account for all its revenue.",7300.0,432880000,621339599
FTNT,True,CS,73890111351.0,XNAS,"COMPUTER PERIPHERAL EQUIPMENT, NEC",2009-11-18,"Fortinet, Inc.","Fortinet is a platform-based cybersecurity vendor with product offerings covering network security, cloud security, zero-trust access, and security operations. The firm derives a majority of its revenue through sales of its subscriptions and support-based business. The California-based firm has more than 700,000 customers across the world.",13527.0,763940000,764907985
EPD,True,CS,73870954841.28,XNYS,NATURAL GAS TRANSMISSION,1998-07-28,Enterprise Products Partners L.P.,"Enterprise Products Partners is a master limited partnership that transports and processes natural gas, natural gas liquids, crude oil, refined products, and petrochemicals. It is one of the largest midstream companies, with operations servicing most producing regions in the Lower 48 states. Enterprise is particularly dominant in the NGL market and is one of the few MLPs that provide midstream services across the full hydrocarbon value chain.",,2165700000,2167574966
CDNS,True,CS,70400569470.0,XNAS,SERVICES-PREPACKAGED SOFTWARE,1990-03-26,Cadence Design Systems,"Cadence Design Systems is a provider of electronic design automation software, intellectual property, and system design and analysis products. EDA software automates the chip design process, enhancing design accuracy, productivity, and complexity in a full-flow end-to-end solution. Cadence offers a portfolio of design IP, as well as system design and analysis products, which enable system-level analysis and verification solutions. Cadence's comprehensive portfolio is benefiting from a mutual convergence of semiconductor companies moving up-stack toward systems-like companies, and systems companies moving down-stack toward in-house semiconductor design. The resulting expansion in EDA customers, alongside secular digitalization of various end markets, benefits EDA vendors like Cadence.",11200.0,274260000,274263000
BMO,True,CS,69316971313.66,XNYS,"COMMERCIAL BANKS, NEC",1994-10-27,Bank of Montreal,"Bank of Montreal is a diversified financial-services provider based in North America, operating four business segments: Canadian personal and commercial banking, US P&C banking, wealth management, and capital markets. The bank's operations are primarily in Canada, with a material portion also in the US.",53597.0,728760000,727584458
SNPS,True,CS,67715862284.2,XNAS,SERVICES-PREPACKAGED SOFTWARE,1992-03-03,Synopsys Inc,"Synopsys is a provider of electronic design automation software and intellectual property products. EDA software automates and aids in the chip design process, enhancing design accuracy, productivity, and complexity in a full-flow end-to-end solution. Synopsys' comprehensive portfolio is benefiting from a convergence of semiconductor companies moving up the stack of technologies toward systems-like companies, and systems companies moving down-stack toward in-house chip design. The resulting expansion in EDA customers alongside secular digitalization of various end markets benefits EDA vendors like Synopsys.",20000.0,154620000,154620076
